comment,replies,date,user_name
"We've gotten rid of kamala down south, next is Trudeau.",[],2024-11-06T20:20:11Z,@kamenidriss
"At 1:17, Pollivere Pierre = Dumb.","['at 117 justin was speaking... and naturally silly things were being espoused.', 'Everything little pp says is dumb', 'How is it dumb? The current PM is responsible for the mess we are in and if he wanted to? He can release the names. Blaming others for your own faults is dumb and believing the person who blames others is also dumb.', '@@anna-belle5209 -- the crazy speak of  dani and pheej .  there will be no answer of substance from them.  just biased baseless liberal diatribe.', '@@anna-belle5209All party leaders took the security clearance. They all passed… All leaders agree little pp is irresponsible. Hmmm, what does he have to hide? That indeed is a security risk.']",2024-11-06T20:20:08Z,@pheejl7534
Trump 2024 lads 😊,"['i hope you never experience love', '\u200b@@user-ou5os5xc2htrump won lol', '@@user-ou5os5xc2h hahahaha cope and seethe some more']",2024-11-06T20:20:01Z,@lukemoloney1113
Trudeau is about to go the way of the harris admin,"['Hopefully the Biden way', ""He needs to step down to let another leader to prepare for the election or else we'll lose and I don't wanna see another Trump in Canada."", '@@syst3mwolfPoilevre would be way better than any corrupt liberal', '@@syst3mwolfAmerican here. Pierre is not anywhere near as bad as Trump. Yes he’s a little rough around the edges, but he’s a principled conservative. Trump is just a fascist. It’s why I’m actually in the process of moving across the border, which I was going to do even in Harris won. Social circles in my country have just gotten to toxic.', ""@@bencarter8423 please don't move here.... Canada is FULL""]",2024-11-06T20:18:55Z,@meleymel
I remember JT giving up market access on supply management AND going to courts over veteran benefits,[],2024-11-06T20:17:47Z,@Forlyn0
"Call i can say is if Trudeau doesn't step down, he better remove the carbon tax, or he's gonna be physically removed by civilians, no doubt",[],2024-11-06T20:17:39Z,@Char-f9o
Simple cut the video away from when Trudeau is speaking cause he just says stuff I don't care about.,[],2024-11-06T20:17:34Z,@Yuk0nAlpha
"Canadian politics is a joke. Same questions in two languages for a month. No results. Move over Trudeau and let Poilievre have a fresh start with the USA.

When can we call a Carbon Tax Election and let Canadian's vote to Make Canada Great Again!",[],2024-11-06T20:14:49Z,@rst9328
Trudeau and sellout Singh must go and never return.,[],2024-11-06T20:14:22Z,@navisall-rr
Bye bye Justin !,"['I dont like Trudeau,  but when it comes to foreign policy, specifically Pollieve is a coward and a wimp.  Pollieve is going to take every opportunity to hand over canada, for free, into the complete ownership of the usa.']",2024-11-06T20:13:57Z,@fand8326
Successful???wtf is he talking about??we got shafted  royally,"[""not in his mind, I'm sure in that damp, dark place he is a hero to this country""]",2024-11-06T20:11:40Z,@tudormartac9888
Trudeau must go!,"['how do u think pollievre will be any better? im not saying trudeaus the greatest but hes for sure better than pollievre. why chose economy over humanity?', '@@user-ou5os5xc2hthey are not even choosing economy', 'JT and PP has to go', 'No \u200b@@mauveskydiver3225', 'No dude! Don’t be a fascist!']",2024-11-06T20:07:37Z,@zimjammin6330
